pair,family,condition,identifiable,method,truth,prediction,correct,abstain
80,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
80,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
81,human_override,non_identifiable,0,outcome,operator,developer,0,0
81,human_override,non_identifiable,0,causal,operator,developer,0,0
81,human_override,non_identifiable,0,rule,operator,provider,0,0
81,human_override,non_identifiable,0,scm,operator,operator,1,0
81,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
81,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
81,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
81,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
81,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
81,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
82,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
82,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
82,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
82,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
82,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
82,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
82,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
82,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
82,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
82,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
83,human_override,non_identifiable,0,outcome,operator,developer,0,0
83,human_override,non_identifiable,0,causal,operator,developer,0,0
83,human_override,non_identifiable,0,rule,operator,provider,0,0
83,human_override,non_identifiable,0,scm,operator,operator,1,0
83,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
83,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
83,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
83,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
83,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
83,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
84,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
84,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
84,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
84,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
84,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
84,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
84,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
84,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
84,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
84,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
85,human_override,non_identifiable,0,outcome,operator,developer,0,0
85,human_override,non_identifiable,0,causal,operator,developer,0,0
85,human_override,non_identifiable,0,rule,operator,provider,0,0
85,human_override,non_identifiable,0,scm,operator,operator,1,0
85,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
85,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
85,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
85,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
85,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
85,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
86,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
86,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
86,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
86,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
86,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
86,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
86,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
86,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
86,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
86,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
87,human_override,non_identifiable,0,outcome,operator,developer,0,0
87,human_override,non_identifiable,0,causal,operator,developer,0,0
87,human_override,non_identifiable,0,rule,operator,provider,0,0
87,human_override,non_identifiable,0,scm,operator,operator,1,0
87,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
87,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
87,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
87,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
87,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
87,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
88,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
88,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
88,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
88,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
88,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
88,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
88,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
88,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
88,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
88,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
89,human_override,non_identifiable,0,outcome,operator,developer,0,0
89,human_override,non_identifiable,0,causal,operator,developer,0,0
89,human_override,non_identifiable,0,rule,operator,provider,0,0
89,human_override,non_identifiable,0,scm,operator,operator,1,0
89,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
89,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
89,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
89,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
89,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
89,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
90,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
90,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
90,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
90,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
90,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
90,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
90,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
90,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
90,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
90,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
91,human_override,non_identifiable,0,outcome,operator,developer,0,0
91,human_override,non_identifiable,0,causal,operator,developer,0,0
91,human_override,non_identifiable,0,rule,operator,provider,0,0
91,human_override,non_identifiable,0,scm,operator,operator,1,0
91,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
91,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
91,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
91,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
91,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
91,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
92,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
92,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
92,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
92,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
92,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
92,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
92,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
92,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
92,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
92,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
93,human_override,non_identifiable,0,outcome,operator,developer,0,0
93,human_override,non_identifiable,0,causal,operator,developer,0,0
93,human_override,non_identifiable,0,rule,operator,provider,0,0
93,human_override,non_identifiable,0,scm,operator,operator,1,0
93,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
93,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
93,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
93,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
93,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
93,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
94,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
94,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
94,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
94,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
94,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
94,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
94,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
94,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
94,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
94,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
95,human_override,non_identifiable,0,outcome,operator,developer,0,0
95,human_override,non_identifiable,0,causal,operator,developer,0,0
95,human_override,non_identifiable,0,rule,operator,provider,0,0
95,human_override,non_identifiable,0,scm,operator,operator,1,0
95,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
95,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
95,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
95,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
95,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
95,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
96,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
96,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
96,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
96,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
96,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
96,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
96,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
96,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
96,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
96,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
97,human_override,non_identifiable,0,outcome,operator,developer,0,0
97,human_override,non_identifiable,0,causal,operator,developer,0,0
97,human_override,non_identifiable,0,rule,operator,provider,0,0
97,human_override,non_identifiable,0,scm,operator,operator,1,0
97,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
97,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
97,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
97,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
97,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
97,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
98,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
98,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
98,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
98,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
98,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
98,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
98,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
98,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
98,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
98,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
99,human_override,non_identifiable,0,outcome,operator,developer,0,0
99,human_override,non_identifiable,0,causal,operator,developer,0,0
99,human_override,non_identifiable,0,rule,operator,provider,0,0
99,human_override,non_identifiable,0,scm,operator,operator,1,0
99,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
99,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
99,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
99,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
99,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
99,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
100,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
100,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
100,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
100,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
100,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
100,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
100,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
100,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
100,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
100,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
101,human_override,non_identifiable,0,outcome,operator,developer,0,0
101,human_override,non_identifiable,0,causal,operator,developer,0,0
101,human_override,non_identifiable,0,rule,operator,provider,0,0
101,human_override,non_identifiable,0,scm,operator,operator,1,0
101,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
101,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
101,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
101,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
101,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
101,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
102,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
102,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
102,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
102,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
102,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
102,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
102,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
102,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
102,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
102,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
103,human_override,non_identifiable,0,outcome,operator,developer,0,0
103,human_override,non_identifiable,0,causal,operator,developer,0,0
103,human_override,non_identifiable,0,rule,operator,provider,0,0
103,human_override,non_identifiable,0,scm,operator,operator,1,0
103,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
103,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
103,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
103,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
103,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
103,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
104,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
104,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
104,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
104,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
104,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
104,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
104,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
104,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
104,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
104,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
105,human_override,non_identifiable,0,outcome,operator,developer,0,0
105,human_override,non_identifiable,0,causal,operator,developer,0,0
105,human_override,non_identifiable,0,rule,operator,provider,0,0
105,human_override,non_identifiable,0,scm,operator,operator,1,0
105,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
105,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
105,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
105,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
105,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
105,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
106,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
106,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
106,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
106,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
106,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
106,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
106,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
106,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
106,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
106,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
107,human_override,non_identifiable,0,outcome,operator,developer,0,0
107,human_override,non_identifiable,0,causal,operator,developer,0,0
107,human_override,non_identifiable,0,rule,operator,provider,0,0
107,human_override,non_identifiable,0,scm,operator,operator,1,0
107,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
107,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
107,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
107,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
107,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
107,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
108,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
108,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
108,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
108,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
108,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
108,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
108,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
108,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
108,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
108,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
109,human_override,non_identifiable,0,outcome,operator,developer,0,0
109,human_override,non_identifiable,0,causal,operator,developer,0,0
109,human_override,non_identifiable,0,rule,operator,provider,0,0
109,human_override,non_identifiable,0,scm,operator,operator,1,0
109,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
109,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
109,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
109,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
109,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
109,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
110,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
110,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
110,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
110,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
110,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
110,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
110,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
110,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
110,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
110,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
111,human_override,non_identifiable,0,outcome,operator,developer,0,0
111,human_override,non_identifiable,0,causal,operator,developer,0,0
111,human_override,non_identifiable,0,rule,operator,provider,0,0
111,human_override,non_identifiable,0,scm,operator,operator,1,0
111,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
111,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
111,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
111,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
111,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
111,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
112,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
112,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
112,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
112,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
112,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
112,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
112,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
112,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
112,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
112,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
113,human_override,non_identifiable,0,outcome,operator,developer,0,0
113,human_override,non_identifiable,0,causal,operator,developer,0,0
113,human_override,non_identifiable,0,rule,operator,provider,0,0
113,human_override,non_identifiable,0,scm,operator,operator,1,0
113,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
113,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
113,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
113,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
113,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
113,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
114,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
114,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
114,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
114,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
114,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
114,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
114,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
114,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
114,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
114,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
115,human_override,non_identifiable,0,outcome,operator,developer,0,0
115,human_override,non_identifiable,0,causal,operator,developer,0,0
115,human_override,non_identifiable,0,rule,operator,provider,0,0
115,human_override,non_identifiable,0,scm,operator,operator,1,0
115,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
115,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
115,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
115,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
115,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
115,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
116,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
116,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
116,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
116,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
116,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
116,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
116,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
116,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
116,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
116,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
117,human_override,non_identifiable,0,outcome,operator,developer,0,0
117,human_override,non_identifiable,0,causal,operator,developer,0,0
117,human_override,non_identifiable,0,rule,operator,provider,0,0
117,human_override,non_identifiable,0,scm,operator,operator,1,0
117,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
117,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
117,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
117,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
117,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
117,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
118,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
118,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
118,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
118,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
118,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
118,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
118,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
118,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
118,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
118,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
119,human_override,non_identifiable,0,outcome,operator,developer,0,0
119,human_override,non_identifiable,0,causal,operator,developer,0,0
119,human_override,non_identifiable,0,rule,operator,provider,0,0
119,human_override,non_identifiable,0,scm,operator,operator,1,0
